request_id,orig_id,rq_time,start,end,routing_behavior_group,tt_adjustment
105,pv_1_2430,6734.38,40706,1974,0,det_1
106,pv_1_2696_1,6746.32,18654,26162,1,det_1.1
107,pv_1_3863,6806.16,12684,23554,0,det_1
108,pv_1_2675,6882.57,39220,31530,0,det_1
109,pv_1_2386,7003.1,13546,35998,1,det_1.1
110,pv_1_4928_0,7025.13,22526,30920,0,det_1
111,pv_1_5768,7073.19,32026,22854,0,det_1
112,pv_1_6593,7185.9,19808,40898,0,det_1
113,pv_2_3421,7202.99,9118,16574,0,det_1
114,pv_2_4258,7293.91,25674,15758,1,det_1.1
115,pv_2_5252_0,7597.41,32026,2274,0,det_1
116,pv_2_3450,7599.86,29180,29526,0,det_1
117,pv_2_4470,7603.23,7060,4904,0,det_1
118,pv_2_619_1,7627.26,28220,30920,0,det_1
119,pv_2_994_0,7638.91,4500,22976,0,det_1
120,pv_2_3406_0,7711.07,648,14254,0,det_1
121,pv_2_3572,7770.59,27490,23554,0,det_1
122,pv_2_6484,7843.28,2396,6618,0,det_1
123,pv_2_2411,7860.81,8846,22444,0,det_1
124,pv_2_3643,8092.19,6230,6038,0,det_1
125,pv_2_2503,8236.99,27018,41876,0,det_1
126,pv_2_5084_0,8256.58,39108,3674,0,det_1
127,pv_2_4306_0,8308.11,5246,30920,1,det_1.1
128,pv_2_4477,8342.11,37480,37884,0,det_1
129,pv_2_2596,8355.53,4762,6646,1,det_1.1
130,pv_2_3806_0,8504.67,11244,654,0,det_1
131,pv_2_2650_0,8560.97,16236,30920,0,det_1
132,pv_2_3332,8659.49,23032,30428,1,det_1.1
133,pv_2_5758_1,8779.06,41864,2292,1,det_1.1
134,pv_2_5841,8791.45,41864,26146,0,det_1
135,pv_2_4952_1,9084.22,2396,7908,0,det_1
136,pv_2_2770_1,9143.42,36356,1888,0,det_1
137,pv_2_5419_0,9146.76,35728,9212,1,det_1.1
138,pv_2_4879,9194.91,2396,41736,0,det_1
139,pv_2_1430,9236.19,16028,17126,0,det_1
140,pv_2_6840,9275.07,36340,9432,0,det_1
141,pv_2_1415,9311.51,41450,17126,1,det_1.1
142,pv_2_3645,9466.4,6588,24058,1,det_1.1
143,pv_2_665,9474.53,28966,3510,0,det_1
144,pv_2_619_0,9509.92,28220,30920,0,det_1
145,pv_2_3451,9537.64,29188,17126,1,det_1.1
146,pv_2_3505,9587.84,15126,28620,0,det_1
147,pv_2_5931,9595.49,41864,39620,1,det_1.1
148,pv_2_6195,9694.57,19808,2642,0,det_1
149,pv_2_2366_0,9836.49,34938,14254,0,det_1
150,pv_2_121_1,10038.97,40,11390,0,det_1
151,pv_2_669,10103.42,28888,34052,0,det_1
152,pv_2_6252,10111.58,19808,2752,0,det_1
153,pv_2_2722_0,10133.36,17632,37136,0,det_1
154,pv_2_2757_0,10295.97,9758,38948,0,det_1
155,pv_2_3620,10316.96,35084,23554,0,det_1
156,pv_2_1922_1,10362.45,29378,29966,0,det_1
157,pv_2_3439,10482.24,31230,13460,0,det_1
158,pv_2_661_1,10539.9,8132,30920,0,det_1
159,pv_2_2994,10605.46,34406,14254,1,det_1.1
160,pv_2_3362,10727.43,24604,37206,0,det_1
161,pv_2_2327_1,10730.17,39186,2396,1,det_1.1
162,pv_3_2637,10816.01,10550,11452,1,det_1.1
163,pv_3_2256,10861.81,22444,3636,0,det_1
164,pv_3_2345_1,10863.99,32026,9268,0,det_1
165,pv_3_358,10897.51,22342,17126,0,det_1
166,pv_3_3004,11010.92,4542,24092,0,det_1
167,pv_3_1104,11287.91,5528,14866,1,det_1.1
168,pv_3_1920_0,11346.26,29222,41876,0,det_1
169,pv_3_1626,11419.16,29574,22444,0,det_1
170,pv_3_1018,11443.32,29484,31772,0,det_1
171,pv_3_825_1,11456.9,9236,13876,1,det_1.1
172,pv_3_1651,11466.8,28642,36588,0,det_1
173,pv_3_3003_1,11861.96,24794,14818,0,det_1
174,pv_3_2924_0,11892.47,20536,8364,0,det_1
175,pv_3_997,11893.02,17904,19012,0,det_1
176,pv_3_2409_0,11963.01,35728,26574,0,det_1
177,pv_3_1368_0,12076.47,12972,14254,0,det_1
178,pv_3_1860,12140.99,7556,26858,0,det_1
179,pv_3_1261,12164.96,40376,17008,0,det_1
180,pv_3_2627_0,12218.16,508,36578,1,det_1.1
181,pv_3_2892,12296.6,3396,34640,0,det_1
182,pv_3_493,12308.18,19196,1140,0,det_1
183,pv_3_1506_0,12521.51,22696,11326,0,det_1
184,pv_3_1143,12655.47,5956,14254,0,det_1
185,pv_3_1246,12749.74,14752,538,0,det_1
186,pv_3_759_1,12974.93,18040,22444,0,det_1
187,pv_3_648,13039.77,39420,17126,0,det_1
188,pv_3_2862,13150.71,39108,24592,0,det_1
189,pv_3_1909_0,13199.34,22458,17126,1,det_1.1
190,pv_3_2636_0,13247.69,36430,32834,1,det_1.1
191,pv_3_812,13249.81,28670,23784,0,det_1
192,pv_3_568,13345.7,184,39296,0,det_1
193,pv_3_1096_0,13378.21,31516,33780,0,det_1
194,pv_3_1890,13440.48,20596,2700,0,det_1
195,pv_3_2138_0,13606.98,14460,17924,0,det_1
196,pv_3_2540,13673.12,19808,39302,0,det_1
197,pv_3_2585,13824.29,41864,37492,0,det_1
198,pv_3_3020,13824.39,6322,24634,0,det_1
199,pv_3_1995,13864.76,26036,34704,0,det_1
200,pv_3_1486_1,14009.76,19010,7888,0,det_1
201,pv_3_773_1,14038.5,37824,23554,1,det_1.1
202,pv_3_2768_0,14045.13,2848,37830,0,det_1
203,pv_3_239_0,14241.14,33598,30920,0,det_1
204,pv_4_2515,14427.64,41864,38538,0,det_1
205,pv_4_2793,14554.02,13448,16090,0,det_1
206,pv_4_1901_1,14694.25,25686,8754,0,det_1
207,pv_4_170_0,14705.51,12292,660,0,det_1
208,pv_4_2126_0,14706.61,39628,40550,0,det_1
209,pv_4_2583_0,14726.55,19808,12368,0,det_1
210,pv_4_2312,14732.3,33024,24684,0,det_1
211,pv_4_2694_1,14780.18,22976,32256,0,det_1
212,pv_4_902,14780.18,33140,17126,0,det_1
213,pv_4_954_1,14830.53,40708,5500,0,det_1
214,pv_4_2897,14903.18,1166,8110,1,det_1.1
215,pv_4_1408,14951.53,2244,30920,0,det_1
216,pv_4_1161_0,15040.45,38332,3948,0,det_1
217,pv_4_1334_0,15169.08,27544,30920,0,det_1
218,pv_4_2526,15191.7,41864,39024,0,det_1
219,pv_4_1030_0,15215.94,36976,32408,1,det_1.1
220,pv_4_2186_1,15244.77,2396,26754,1,det_1.1
221,pv_4_2372_1,15261.36,32026,17830,0,det_1
222,pv_4_1988,15314.93,24990,28872,0,det_1
223,pv_4_1715_0,15318.81,3242,664,0,det_1
224,pv_4_36,15343.04,40,15506,0,det_1
225,pv_4_1455_0,15491.69,3674,41876,1,det_1.1
226,pv_4_1435_0,15508.15,40662,23554,0,det_1
227,pv_4_291,15548.15,41382,20410,1,det_1.1
228,pv_4_70,15552.67,11986,33624,0,det_1
229,pv_4_2435_0,15580.53,19808,40208,0,det_1
230,pv_4_737_0,15603.51,37798,3396,0,det_1
231,pv_4_862,15657.49,39024,41876,0,det_1
232,pv_4_2730_0,15677.24,2396,36244,0,det_1
233,pv_4_1484,15702.11,20320,30920,1,det_1.1
234,pv_4_1939,15762.4,25250,17126,0,det_1
235,pv_4_377_0,15762.72,36258,13356,0,det_1
236,pv_4_1143_1,15813.94,16236,22976,0,det_1
237,pv_4_2134_0,15820.15,2848,17464,1,det_1.1
238,pv_4_1484_0,15895.65,20320,30920,0,det_1
239,pv_4_984_1,15915.05,22674,6992,0,det_1
240,pv_4_1972,15996.67,9686,23554,0,det_1
241,pv_4_263,16085.13,15640,3396,0,det_1
242,pv_4_2373,16114.09,32026,27988,0,det_1
243,pv_4_32_0,16128.18,31416,34216,0,det_1
244,pv_4_2031_1,16234.32,36320,4102,0,det_1
245,pv_4_938_1,16272.52,8790,3588,0,det_1
246,pv_4_2759,16289.75,2396,14454,0,det_1
247,pv_4_2534,16364.77,41864,16192,0,det_1
248,pv_4_1771,16483.26,35276,41876,0,det_1
249,pv_4_2774,16623.69,3396,12358,1,det_1.1
250,pv_4_1028_1,16642.37,364,30920,0,det_1
251,pv_4_1288_1,16669.01,34712,30270,1,det_1.1
252,pv_4_1809,16694.27,37094,10846,0,det_1
253,pv_4_1031_0,16843.5,20034,30920,0,det_1
254,pv_4_288_0,16901.27,41690,30920,0,det_1
255,pv_4_794_0,16909.55,36956,33790,0,det_1
256,pv_4_2631_1,16921.79,19808,322,0,det_1
257,pv_4_1897_0,16974.29,26034,26922,0,det_1
258,pv_4_2118_1,17000.67,17530,33252,1,det_1.1
259,pv_4_2430_1,17021.11,19808,10860,0,det_1
260,pv_4_1415,17023.35,34592,29988,0,det_1
261,pv_4_787,17050.59,19424,22976,0,det_1
262,pv_4_1854,17209.67,15422,22444,1,det_1.1
263,pv_4_2228,17296.36,2396,28490,0,det_1
264,pv_4_2196,17328.94,2396,37828,0,det_1
265,pv_4_1866,17338.67,3794,14254,0,det_1
266,pv_4_1460,17357.39,41804,660,0,det_1
267,pv_4_2468_1,17430.27,19808,2642,0,det_1
268,pv_4_764_1,17490.91,28378,41808,0,det_1
269,pv_4_1023,17495.74,29354,35202,0,det_1
270,pv_4_384,17512.69,4486,17126,0,det_1
271,pv_4_1832_0,17546.93,12,37204,0,det_1
272,pv_4_102_0,17556.02,41550,37610,0,det_1
273,pv_4_1570_1,17603.42,29574,41876,0,det_1
274,pv_4_954,17609.94,40708,5500,0,det_1
275,pv_4_2194_0,17618.79,2396,36258,1,det_1.1
276,pv_4_1507,17670.58,8866,23710,1,det_1.1
277,pv_4_398_1,17686.56,16430,37880,1,det_1.1
278,pv_4_1445,17707.06,2766,20672,0,det_1
279,pv_4_1288,17732.78,34712,30270,0,det_1
280,pv_4_1432,17756.13,37162,41876,1,det_1.1
281,pv_4_321,17814.11,7874,11392,0,det_1
282,pv_4_274_1,17994.89,36940,30920,0,det_1
283,pv_5_1889,18013.67,2820,38594,1,det_1.1
284,pv_5_12309,18013.7,19808,8024,1,det_1.1
285,pv_5_14443,18019.46,24018,20328,0,det_1
286,pv_5_3438_1,18020.3,5930,17126,0,det_1
287,pv_5_502,18039.05,31984,41800,0,det_1
288,pv_5_1512,18072.64,20194,15460,0,det_1
289,pv_5_4082,18091.02,22734,32894,0,det_1
290,pv_5_3268,18095.26,5840,41876,0,det_1
291,pv_5_1148_0,18107.26,31812,30920,0,det_1
292,pv_5_6042_1,18110.05,9492,23982,0,det_1
293,pv_5_4111,18117.69,5768,14254,0,det_1
294,pv_5_6757,18147.42,22976,15160,1,det_1.1
295,pv_5_4_0,18149.91,1256,12702,0,det_1
296,pv_5_6484,18161.72,41874,5234,0,det_1
297,pv_5_4222_0,18214.23,7906,30920,0,det_1
298,pv_5_14391_1,18224.01,11920,23396,0,det_1
299,pv_5_615_0,18224.78,41380,17126,0,det_1
300,pv_5_541_1,18225.92,13160,14254,0,det_1
301,pv_5_9022,18232.58,39108,9118,0,det_1
302,pv_5_6883,18240.27,2848,21846,0,det_1
303,pv_5_11435_0,18248.5,22444,41172,0,det_1
304,pv_5_11402,18253.97,22444,12294,0,det_1
305,pv_5_11289,18262.86,22976,21222,1,det_1.1
306,pv_5_13686,18278.27,24638,17126,0,det_1
307,pv_5_754_1,18287.91,23742,7534,1,det_1.1
308,pv_5_5478_1,18294.64,2002,17126,0,det_1
309,pv_5_6092_0,18302.64,9056,27120,0,det_1
310,pv_5_8230,18310.14,32026,18036,0,det_1
311,pv_5_2048_0,18337.76,7664,17126,1,det_1.1
312,pv_5_13354_1,18345.69,29100,18844,0,det_1
313,pv_5_13435,18370.62,11780,23648,0,det_1
314,pv_5_5908_1,18377.64,25694,14254,0,det_1
315,pv_5_3545,18381.09,31518,24612,1,det_1.1
316,pv_5_14784,18412.26,10978,41824,0,det_1
317,pv_5_4193,18436.23,28486,40658,0,det_1
318,pv_5_4323,18453.62,22690,35354,0,det_1
319,pv_5_8114_0,18454.28,20318,24362,0,det_1
320,pv_5_6437,18475.23,7118,41876,0,det_1
321,pv_5_4532_1,18486.74,638,2848,0,det_1
322,pv_5_2143_0,18502.53,23782,10378,0,det_1
323,pv_5_9921,18511.27,41864,21952,0,det_1
324,pv_5_12099,18514.26,32026,24094,0,det_1
325,pv_5_14801,18515.45,12692,1076,0,det_1
326,pv_5_7115,18521.99,22444,20936,0,det_1
327,pv_5_9917,18528.83,41864,21126,1,det_1.1
328,pv_5_7968_0,18542.02,25934,3956,0,det_1
329,pv_5_10496_1,18549.63,13446,19048,0,det_1
330,pv_5_7947,18561.98,11856,4458,0,det_1
331,pv_5_5508,18563.75,23874,14254,0,det_1
332,pv_5_9811,18575.14,19808,37054,0,det_1
333,pv_5_1496_1,18583.57,29980,24608,1,det_1.1
334,pv_5_14535_0,18605.59,12852,5558,0,det_1
335,pv_5_2788,18608.41,24480,41876,1,det_1.1
336,pv_5_176_1,18623.11,3332,26822,1,det_1.1
337,pv_5_12321_0,18624.59,32452,10742,0,det_1
338,pv_5_14582_0,18626.32,1166,24528,1,det_1.1
339,pv_5_3964,18627.91,12646,34012,0,det_1
340,pv_5_2938_0,18637.21,37164,736,0,det_1
341,pv_5_10841,18649.77,19808,17542,0,det_1
342,pv_5_7216_0,18664.1,22444,19118,1,det_1.1
343,pv_5_3484_1,18669.19,7068,41876,1,det_1.1
344,pv_5_4632_0,18676.12,10666,5648,0,det_1
345,pv_5_13386,18688.27,14002,41182,1,det_1.1
346,pv_5_6006_1,18710.27,30224,22444,0,det_1
347,pv_5_7107_1,18720.48,2396,1364,0,det_1
348,pv_5_9974,18733.04,41864,4528,1,det_1.1
349,pv_5_7883,18734.2,39108,26100,0,det_1
350,pv_5_7259,18759.0,22444,30160,0,det_1
351,pv_5_1249_1,18765.47,10014,6422,1,det_1.1
352,pv_5_9388_1,18771.43,19808,34274,1,det_1.1
353,pv_5_7115_0,18775.09,22444,20936,1,det_1.1
354,pv_5_9137,18787.72,19808,10852,0,det_1
355,pv_5_6063,18800.69,23806,23724,0,det_1
356,pv_5_3577,18801.45,33234,24862,0,det_1
357,pv_5_4190,18814.46,7906,24148,0,det_1
358,pv_5_3573_0,18816.42,26410,14626,1,det_1.1
359,pv_5_14490,18827.2,36498,4866,0,det_1
360,pv_5_2436_0,18835.22,10812,22556,1,det_1.1
361,pv_5_721,18836.95,2822,15370,0,det_1
362,pv_5_7516_1,18853.08,2396,1088,0,det_1
363,pv_5_3795_1,18863.92,34136,9248,1,det_1.1
364,pv_5_12076_1,18864.36,23528,26100,0,det_1
365,pv_5_10790,18869.58,19808,28490,0,det_1
366,pv_5_4820,18877.69,2688,30920,1,det_1.1
367,pv_5_14441,18880.75,3790,28492,0,det_1
368,pv_5_8695_0,18908.81,35728,19246,0,det_1
369,pv_5_11291,18936.36,2848,41748,0,det_1
370,pv_5_12002,18938.21,39108,24638,0,det_1
371,pv_5_6983_1,18985.31,2848,19114,0,det_1
372,pv_5_1160,19019.92,1416,41876,1,det_1.1
373,pv_5_5207_1,19023.98,7334,17126,0,det_1
374,pv_5_5939,19026.27,19012,30920,1,det_1.1
375,pv_5_4336_1,19037.28,2766,17300,0,det_1
376,pv_5_4810_0,19062.11,20058,17126,0,det_1
377,pv_5_3104_0,19065.88,6492,11392,0,det_1
378,pv_5_11609,19066.47,22444,41824,0,det_1
379,pv_5_7836_0,19075.48,39108,24778,0,det_1
380,pv_5_13115_0,19091.3,21338,656,0,det_1
381,pv_5_13605,19092.16,24638,39758,1,det_1.1
382,pv_5_5875,19116.58,30294,17126,0,det_1
383,pv_5_13984_1,19127.05,24858,41876,1,det_1.1
384,pv_5_968_1,19129.86,40474,4486,0,det_1
385,pv_5_12089_0,19136.16,32026,32022,1,det_1.1
386,pv_5_14218_1,19139.76,22806,14254,0,det_1
387,pv_5_5583_0,19144.01,18594,22976,0,det_1
388,pv_5_1437_0,19159.72,21172,2848,0,det_1
389,pv_5_5756,19160.51,5564,8792,0,det_1
390,pv_5_1055,19161.16,2304,24916,1,det_1.1
391,pv_5_10497,19164.12,17926,41328,0,det_1
392,pv_5_7104_1,19168.74,2396,4442,0,det_1
393,pv_5_7606,19170.33,39108,9770,1,det_1.1
394,pv_5_5913_0,19181.01,41230,14254,0,det_1
395,pv_5_12276_1,19188.82,32026,6588,0,det_1
396,pv_5_8711_0,19195.77,35728,21112,0,det_1
397,pv_5_4424_0,19198.01,37198,31812,0,det_1
398,pv_5_6350_0,19230.84,22524,16686,0,det_1
399,pv_5_14396,19261.76,9290,8900,0,det_1
400,pv_5_8_0,19274.58,1242,36686,0,det_1
401,pv_5_11787,19274.92,3396,26354,1,det_1.1
402,pv_5_7517,19309.86,2396,20930,0,det_1
403,pv_5_7831_1,19316.23,39108,8668,0,det_1
404,pv_5_6090_0,19333.82,14450,36080,0,det_1
405,pv_5_7953,19346.35,25934,16008,0,det_1
406,pv_5_1559_0,19358.46,37244,34012,0,det_1
407,pv_5_5822,19378.14,41414,15428,0,det_1
408,pv_5_950,19381.85,17782,30920,1,det_1.1
409,pv_5_4956,19382.17,8004,15270,0,det_1
410,pv_5_11299_0,19391.0,2848,26346,0,det_1
411,pv_5_3412_0,19397.07,34016,148,1,det_1.1
412,pv_5_8184,19409.97,32026,38848,0,det_1
413,pv_5_14158_1,19430.96,37134,32282,0,det_1
414,pv_5_33_1,19432.95,10708,17126,0,det_1
415,pv_5_7029_0,19438.16,22444,37922,1,det_1.1
416,pv_5_1497_0,19445.34,10028,24608,0,det_1
417,pv_5_8760_1,19445.5,35728,37222,1,det_1.1
418,pv_5_1829_1,19449.19,18036,3396,0,det_1
419,pv_5_2960,19458.35,18684,30920,0,det_1
420,pv_5_5583,19471.02,18594,22976,0,det_1
421,pv_5_241,19490.58,33492,41876,1,det_1.1
422,pv_5_10219,19507.02,41864,31924,0,det_1
423,pv_5_1760_1,19513.95,21234,41876,0,det_1
424,pv_5_5238,19518.74,7440,41876,0,det_1
425,pv_5_22_1,19522.02,40654,30920,0,det_1
426,pv_5_4036_0,19536.9,11466,30920,1,det_1.1
427,pv_5_3962_1,19589.24,5228,17378,0,det_1
428,pv_5_4548,19608.3,20342,4270,0,det_1
429,pv_5_9850,19612.71,41864,90,1,det_1.1
430,pv_5_5463_1,19621.67,7548,2396,0,det_1
431,pv_5_11285_1,19622.91,2848,24766,1,det_1.1
432,pv_5_4032_0,19622.91,5488,30920,1,det_1.1
433,pv_5_4258_0,19628.54,40662,24584,0,det_1
434,pv_5_1224_1,19631.22,34104,1178,0,det_1
435,pv_5_934_1,19631.5,2804,30920,1,det_1.1
436,pv_5_448,19637.22,38928,41876,0,det_1
437,pv_5_13377,19637.4,11780,94,0,det_1
438,pv_5_4711,19656.92,8884,30920,0,det_1
439,pv_5_13418,19661.44,40960,17126,0,det_1
440,pv_5_75_0,19665.41,4548,7526,0,det_1
441,pv_5_1337_0,19673.74,20370,17126,0,det_1
442,pv_5_6236,19676.69,39604,30920,1,det_1.1
443,pv_5_12566_0,19677.27,11102,14254,0,det_1
444,pv_5_841,19684.83,26348,30920,0,det_1
445,pv_5_6920_0,19689.86,2848,24608,0,det_1
446,pv_5_12996,19705.7,21250,2848,0,det_1
447,pv_5_7987,19705.86,33820,1570,0,det_1
448,pv_5_12648_1,19706.68,20434,2396,0,det_1
449,pv_5_7758,19708.36,39108,25150,0,det_1
450,pv_5_5890_0,19710.65,28180,12512,0,det_1
451,pv_5_533_1,19710.91,28902,2396,0,det_1
452,pv_5_3462_1,19710.96,17394,14254,1,det_1.1
453,pv_5_7076_0,19711.02,2396,6820,0,det_1
454,pv_5_1150_1,19718.14,10838,30920,0,det_1
455,pv_5_8175_0,19718.14,32026,8258,0,det_1
456,pv_5_1706_0,19721.88,37568,23648,0,det_1
457,pv_5_5149,19733.15,32602,26506,1,det_1.1
458,pv_5_8191,19738.94,32026,1992,0,det_1
459,pv_5_5913_1,19739.25,41230,14254,0,det_1
460,pv_5_12354_0,19760.44,32124,40856,0,det_1
461,pv_5_5036,19776.0,14922,40550,0,det_1
462,pv_5_10649,19778.4,10548,24836,0,det_1
463,pv_5_14830_0,19783.77,12292,41218,0,det_1
464,pv_5_14677,19798.0,23540,41106,0,det_1
465,pv_5_9619,19801.28,19808,15758,0,det_1
466,pv_5_4990,19814.85,28906,33980,0,det_1
467,pv_5_11932_1,19826.44,39108,1016,0,det_1
468,pv_5_8045_0,19830.77,25934,14242,1,det_1.1
469,pv_5_4840,19849.87,34844,41912,0,det_1
470,pv_5_3252,19852.33,26964,12516,0,det_1
471,pv_5_543_0,19868.78,22574,30920,0,det_1
472,pv_5_12364_1,19880.02,17276,26732,0,det_1
473,pv_5_7929_0,19888.59,33818,1186,1,det_1.1
474,pv_5_1160_1,19892.42,1416,41876,1,det_1.1
475,pv_5_10374_1,19898.85,41864,37746,0,det_1
476,pv_5_4617,19899.58,14524,38550,1,det_1.1
477,pv_5_14620,19907.58,37204,37588,0,det_1
478,pv_5_298_0,19908.91,8140,28110,0,det_1
479,pv_5_9067_0,19910.83,19808,1288,0,det_1
480,pv_5_8191_1,19922.33,32026,1992,0,det_1
481,pv_5_606_0,19930.4,8182,22976,0,det_1
482,pv_5_1497,19930.72,10028,24608,0,det_1
483,pv_5_14634_1,19934.87,23836,32108,0,det_1
484,pv_5_9585_1,19957.37,19808,10756,1,det_1.1
485,pv_5_10082_1,19965.01,41864,33542,0,det_1
486,pv_5_6011_1,19965.9,5248,3396,0,det_1
487,pv_5_2385_1,19977.71,1554,18358,0,det_1
488,pv_5_4004_1,19978.94,11330,31404,1,det_1.1
489,pv_5_7732,19999.42,39108,14478,1,det_1.1
490,pv_5_4373,20018.69,32190,17126,0,det_1
491,pv_5_6559_0,20027.69,22976,16408,0,det_1
492,pv_5_4492_1,20033.87,20342,17126,0,det_1
493,pv_5_12073,20036.53,15496,15460,0,det_1
