,request_id,orig_id,rq_time,start,end
332,332,17230,18995.0,112366,138671
333,333,14960,19003.0,4898,65675
334,334,15025,19004.0,36122,85559
335,335,16671,19015.0,112944,37467
336,336,15447,19016.0,136342,55527
337,337,16914,19018.0,12686,14371
338,338,17574,19020.0,3116,12371
339,339,15018,19023.0,84978,84879
340,340,18133,19042.0,40380,39687
341,341,16578,19052.0,110272,126649
342,342,15957,19052.0,11210,15615
343,343,17105,19061.0,105980,115027
344,344,17364,19073.0,139114,97033
345,345,18049,19080.0,79750,56853
346,346,16937,19106.0,115034,119223
347,347,16949,19112.0,75712,135053
348,348,16396,19115.0,122668,12891
349,349,16284,19117.0,5036,49185
350,350,16254,19126.0,58202,14685
351,351,15757,19152.0,4862,64141
352,352,15867,19155.0,3146,139445
353,353,19796,19162.0,79714,3097
354,354,16790,19172.0,40794,35915
355,355,16930,19194.0,117472,34797
356,356,16135,19209.0,44078,101455
357,357,16877,19214.0,81416,104771
358,358,18700,19220.0,95108,24287
359,359,19190,19224.0,41078,12723
360,360,18841,19234.0,129960,76155
361,361,15955,19237.0,68362,37189
362,362,16942,19262.0,15602,124343
363,363,19580,19299.0,7366,59369
364,364,19200,19301.0,88124,97763
365,365,17785,19305.0,1232,106323
366,366,19977,19308.0,22154,72559
367,367,18219,19309.0,12686,52265
368,368,19699,19310.0,134654,71547
369,369,18900,19310.0,49482,101933
370,370,17114,19313.0,79334,46743
371,371,18313,19319.0,81472,95197
372,372,16286,19321.0,90904,39305
373,373,20105,19324.0,98512,113673
374,374,18473,19328.0,27860,93231
375,375,18042,19338.0,21730,31995
376,376,18359,19365.0,81758,117225
377,377,19646,19374.0,78630,61329
378,378,19429,19379.0,102418,33797
379,379,17527,19389.0,104884,56751
380,380,19149,19390.0,71984,80173
381,381,16620,19407.0,46508,135075
382,382,16772,19452.0,63480,125179
383,383,17873,19453.0,9846,71871
384,384,20200,19461.0,142040,105547
385,385,18120,19469.0,76514,48569
386,386,20338,19475.0,66424,65027
387,387,20705,19502.0,71474,134539
388,388,21801,19509.0,80062,75293
389,389,19172,19509.0,120822,40963
390,390,17032,19516.0,9864,73685
391,391,19986,19534.0,126148,64129
392,392,21819,19538.0,3950,3203
393,393,20264,19545.0,42510,26645
394,394,19053,19552.0,26632,124843
395,395,22158,19559.0,116244,22751
396,396,18014,19560.0,57168,101083
397,397,18801,19563.0,74002,39401
398,398,19277,19571.0,83608,109145
399,399,21100,19619.0,49022,89715
400,400,21885,19666.0,102196,122877
401,401,23532,19669.0,131246,33117
402,402,18269,19670.0,103564,87559
403,403,21025,19681.0,32300,967
404,404,23029,19692.0,71898,79071
405,405,23539,19716.0,71464,29419
406,406,23986,19725.0,129912,96517
407,407,20758,19731.0,818,94513
408,408,23824,19736.0,56592,73821
409,409,18100,19739.0,101746,237
410,410,19260,19743.0,11110,57911
411,411,22151,19743.0,3884,109299
412,412,22354,19752.0,99096,62227
413,413,20056,19753.0,123414,35147
414,414,21466,19762.0,84814,92171
415,415,20371,19763.0,123542,44255
416,416,21638,19771.0,44204,53473
417,417,18737,19776.0,34222,123279
418,418,19185,19783.0,74814,102119
419,419,19272,19786.0,98226,38509
420,420,19126,19798.0,886,138427
421,421,23281,19800.0,16076,42523
422,422,24283,19831.0,133252,29491
423,423,21783,19854.0,71398,96327
424,424,18991,19862.0,24924,11441
425,425,20003,19862.0,2142,94769
426,426,23130,19862.0,15838,89623
427,427,21374,19875.0,3572,33141
428,428,23102,19876.0,31000,120859
429,429,23095,19893.0,37646,82541
430,430,19507,19897.0,99408,53607
431,431,25647,19916.0,18446,85261
432,432,23686,19922.0,122962,91279
433,433,21488,19923.0,14444,44187
434,434,19630,19926.0,106308,35139
435,435,25836,19932.0,115908,65011
436,436,26130,19937.0,58054,99547
437,437,24501,19951.0,112898,80657
438,438,22548,19953.0,57302,73701
439,439,25634,19956.0,84006,127953
440,440,22258,19957.0,75546,37255
441,441,22254,19957.0,138538,31385
442,442,24391,19967.0,44086,42333
443,443,20965,19969.0,25964,129737
444,444,24153,19972.0,77542,11901
445,445,23918,19975.0,84578,29891
446,446,25287,19975.0,58540,20179
447,447,25906,19978.0,63726,7559
448,448,21871,19978.0,31838,49417
449,449,25522,19980.0,40780,124681
450,450,26122,19993.0,126366,107923
451,451,21749,20003.0,108756,89505
452,452,23834,20006.0,38364,97505
453,453,23503,20014.0,10354,115367
454,454,23054,20017.0,35302,63017
455,455,26900,20021.0,73326,8111
456,456,23391,20022.0,22590,121855
457,457,24077,20022.0,59780,123133
458,458,20930,20045.0,43888,140753
459,459,20673,20057.0,78290,119209
460,460,23481,20058.0,58588,52265
461,461,26732,20059.0,33750,76229
462,462,25234,20061.0,55078,32555
463,463,24341,20062.0,58420,101523
464,464,24711,20065.0,25236,157
465,465,21805,20086.0,79798,109609
466,466,20258,20088.0,57086,101039
467,467,25300,20091.0,80746,120649
468,468,25552,20108.0,121780,42339
469,469,22243,20131.0,47482,19493
470,470,28123,20146.0,10034,12683
471,471,22802,20147.0,73096,68843
472,472,26771,20147.0,140878,10869
473,473,20467,20152.0,38100,105103
474,474,26119,20165.0,3118,33923
475,475,27809,20166.0,84884,8105
476,476,21179,20171.0,130364,128151
477,477,25994,20173.0,91146,29383
478,478,21603,20176.0,18446,29979
479,479,22855,20185.0,31430,102967
480,480,23758,20202.0,133784,65311
481,481,21041,20219.0,66046,68843
482,482,28037,20224.0,31868,136449
483,483,21600,20231.0,110248,74295
484,484,22872,20242.0,16156,108279
485,485,25248,20255.0,76256,141061
486,486,23988,20257.0,68862,71871
487,487,28877,20258.0,53352,136339
488,488,21214,20261.0,136656,100367
489,489,28952,20267.0,96906,116145
490,490,23497,20268.0,48990,131889
491,491,25736,20278.0,39408,63437
492,492,25979,20279.0,34686,101009
493,493,23038,20284.0,124078,10137
494,494,28459,20288.0,84558,104735
495,495,28250,20291.0,95284,87477
496,496,26471,20307.0,141692,52867
497,497,29288,20314.0,34762,135339
498,498,23693,20317.0,52686,68009
499,499,24589,20332.0,96736,93227
500,500,28884,20336.0,73256,120843
501,501,24506,20357.0,14936,98723
502,502,28758,20364.0,49696,54611
503,503,27050,20372.0,51144,109699
504,504,24634,20379.0,71170,48943
505,505,29442,20387.0,19812,72393
506,506,27179,20388.0,16864,3053
507,507,23550,20403.0,130052,126479
508,508,26035,20405.0,53982,115413
509,509,28936,20412.0,96688,113939
510,510,27436,20412.0,117934,112487
511,511,24755,20421.0,34002,112991
512,512,22458,20423.0,3490,57133
513,513,29034,20431.0,9566,15835
514,514,24655,20455.0,131494,118115
515,515,29926,20455.0,86456,20705
516,516,29278,20456.0,75106,42681
517,517,31699,20461.0,2960,61275
518,518,25392,20467.0,128324,117467
519,519,23370,20472.0,48082,126149
520,520,24891,20482.0,113926,123159
521,521,26452,20484.0,76968,30373
522,522,30614,20485.0,97850,15831
523,523,28858,20487.0,128604,72301
524,524,25715,20496.0,50570,132873
525,525,27026,20497.0,30780,54407
526,526,29077,20502.0,47248,45207
527,527,24723,20504.0,81868,120327
528,528,23714,20506.0,45936,41989
529,529,26423,20510.0,141528,125385
530,530,24276,20511.0,44328,44301
531,531,26356,20511.0,48542,122767
532,532,24068,20513.0,106080,31965
533,533,27489,20521.0,120420,62421
534,534,32584,20524.0,61276,41015
535,535,27805,20526.0,8338,138525
536,536,32709,20531.0,90528,105911
537,537,26165,20539.0,56166,3625
538,538,30072,20543.0,21554,10955
539,539,24079,20559.0,29364,58093
540,540,26058,20565.0,28692,92387
541,541,26460,20566.0,69416,132227
542,542,29592,20578.0,49092,105123
543,543,32050,20618.0,26474,86853
544,544,24378,20620.0,54912,98227
545,545,25266,20627.0,29752,130081
546,546,34321,20630.0,82900,129559
547,547,33739,20636.0,67562,119811
548,548,34626,20640.0,16704,45875
549,549,32033,20641.0,9590,26835
550,550,25683,20643.0,81736,118595
551,551,28303,20650.0,47848,25929
552,552,33205,20656.0,141572,112221
553,553,29254,20657.0,29904,110953
554,554,29320,20664.0,106612,117281
555,555,34687,20681.0,8436,6437
556,556,25640,20686.0,28104,73283
557,557,31131,20692.0,111844,139871
558,558,30020,20710.0,44566,16705
559,559,33840,20711.0,118838,117515
560,560,31703,20717.0,46690,113497
561,561,27244,20718.0,11146,112021
562,562,35018,20720.0,107618,53021
563,563,31136,20736.0,126526,46517
564,564,35815,20737.0,105522,97427
565,565,31803,20738.0,72438,128585
566,566,26921,20740.0,19646,67753
567,567,35123,20744.0,10326,73367
568,568,34345,20745.0,71328,66901
569,569,27506,20745.0,140734,119221
570,570,32392,20752.0,32624,98507
571,571,28062,20753.0,55728,66571
572,572,28211,20756.0,38880,99725
573,573,30250,20762.0,26000,111335
574,574,32751,20775.0,131952,29445
575,575,26230,20779.0,141892,17143
576,576,35905,20789.0,115892,142885
577,577,26401,20793.0,32364,68631
578,578,32504,20795.0,132886,136945
579,579,34633,20797.0,108360,130095
580,580,30506,20798.0,82588,67963
581,581,31746,20805.0,105940,26047
582,582,35751,20806.0,117770,105725
583,583,27028,20810.0,118746,117941
584,584,27322,20811.0,44252,125421
585,585,34465,20814.0,129904,33657
586,586,28632,20820.0,92958,102433
587,587,29317,20823.0,105994,95059
588,588,35861,20834.0,126250,99341
589,589,35434,20851.0,72930,40125
590,590,29846,20859.0,13426,41529
591,591,38021,20859.0,13462,3029
592,592,31301,20861.0,72884,79759
593,593,36819,20863.0,27570,131523
594,594,32016,20864.0,99144,95989
595,595,27776,20866.0,59258,4181
596,596,28742,20878.0,125134,47245
597,597,36021,20879.0,79030,71869
598,598,30591,20888.0,137082,91783
599,599,36945,20891.0,45136,94941
600,600,28398,20897.0,121136,130741
601,601,35259,20897.0,90096,35915
602,602,29233,20902.0,127614,137399
603,603,33167,20905.0,114488,114681
604,604,30818,20907.0,127376,112483
605,605,29838,20908.0,64046,11857
606,606,38705,20922.0,127994,109519
607,607,30668,20922.0,84046,94285
608,608,32756,20923.0,80172,55409
609,609,36508,20924.0,8494,24301
610,610,36060,20924.0,57102,49385
611,611,38702,20925.0,33548,237
612,612,28020,20926.0,129938,124819
613,613,29570,20926.0,82684,54319
614,614,27636,20927.0,120790,117697
615,615,28600,20930.0,77974,39475
616,616,33851,20937.0,32406,105861
617,617,30598,20938.0,103040,142741
618,618,37145,20942.0,49726,72345
619,619,28594,20946.0,108718,88555
620,620,30855,20946.0,65600,81213
621,621,27484,20956.0,30346,53771
622,622,36851,20960.0,37924,41527
623,623,35775,20962.0,85206,61043
624,624,32268,20966.0,35618,73583
625,625,34772,20971.0,119454,105319
626,626,34670,20975.0,128572,120691
627,627,29050,20977.0,70728,118259
628,628,35304,20979.0,53752,140743
629,629,33843,20984.0,70770,54421
630,630,31061,20990.0,42234,136875
631,631,36935,20993.0,102750,51669
632,632,37730,20995.0,37412,136449
633,633,37454,21001.0,128842,24997
634,634,28695,21002.0,12884,41533
635,635,32979,21013.0,67772,46841
636,636,37989,21014.0,112516,6981
637,637,34457,21015.0,4866,38461
638,638,35293,21016.0,71098,68963
639,639,34835,21027.0,46900,68179
640,640,32487,21030.0,99374,117677
641,641,39529,21031.0,41550,39125
642,642,40575,21040.0,133148,107531
643,643,32776,21046.0,133154,9087
644,644,35411,21049.0,102184,112085
645,645,36480,21049.0,11970,51683
646,646,37466,21055.0,19404,31869
647,647,29743,21055.0,15228,11825
648,648,33788,21057.0,89108,30775
649,649,33596,21073.0,22132,108519
650,650,35007,21085.0,50712,58835
651,651,39173,21087.0,23460,142515
652,652,34206,21089.0,42662,13529
653,653,31509,21093.0,104810,106219
654,654,31121,21094.0,125118,34173
655,655,40428,21095.0,119424,18853
656,656,38567,21097.0,47284,39273
657,657,32082,21098.0,139824,24671
658,658,34300,21109.0,78136,132201
659,659,36826,21111.0,99932,8145
660,660,39053,21112.0,127626,3129
661,661,31232,21124.0,98126,114211
662,662,39510,21126.0,19626,37049
663,663,41999,21127.0,122366,65029
664,664,30715,21133.0,131148,2471
665,665,40361,21134.0,118538,101327
666,666,38727,21135.0,94602,125533
667,667,41092,21137.0,63494,136663
668,668,31844,21140.0,33208,76603
669,669,36078,21143.0,73862,1089
670,670,30671,21144.0,68616,94239
671,671,38168,21146.0,45018,108231
672,672,38214,21148.0,36682,49561
673,673,36537,21155.0,26808,142063
674,674,31316,21156.0,86070,2625
675,675,34771,21157.0,73696,117605
676,676,39889,21162.0,67184,17583
677,677,40965,21167.0,42392,80759
678,678,37993,21172.0,11212,131761
679,679,31785,21173.0,54230,44069
680,680,31809,21190.0,49272,100193
681,681,40266,21193.0,115326,61497
682,682,40115,21196.0,116276,93399
683,683,39789,21201.0,74598,132525
684,684,32707,21216.0,53782,119827
685,685,32881,21220.0,116214,127995
686,686,41785,21220.0,129604,43953
687,687,31023,21224.0,45254,100823
688,688,31663,21229.0,141650,76885
689,689,41464,21229.0,13696,138049
690,690,33277,21235.0,115016,4215
691,691,41324,21240.0,39336,18895
692,692,33224,21240.0,24940,120169
693,693,32017,21245.0,125414,117347
694,694,32480,21245.0,46842,54173
695,695,40068,21248.0,115116,4489
696,696,37276,21252.0,31490,38521
697,697,36110,21258.0,21388,63469
698,698,39506,21261.0,52390,142865
699,699,33296,21261.0,15512,106633
700,700,42766,21264.0,85522,10765
701,701,35070,21270.0,117278,136789
702,702,31194,21271.0,135168,69049
703,703,39876,21272.0,58838,112131
704,704,39207,21272.0,28824,35517
705,705,44475,21278.0,39418,121089
706,706,44421,21286.0,86678,82897
707,707,31366,21287.0,42164,98797
708,708,38576,21291.0,6824,112461
709,709,37112,21295.0,116950,126513
710,710,34440,21296.0,37358,39269
711,711,35742,21300.0,137702,13551
712,712,44164,21300.0,95394,96089
713,713,42200,21303.0,66978,80225
714,714,41079,21303.0,128820,54913
715,715,41198,21306.0,31886,117423
716,716,37621,21308.0,29464,2429
717,717,40579,21324.0,13986,35101
718,718,34446,21339.0,114942,20303
719,719,33536,21345.0,107060,55657
720,720,41998,21345.0,65610,73875
721,721,42046,21351.0,83214,2079
722,722,37035,21357.0,137708,100851
723,723,35429,21365.0,90458,2207
724,724,40640,21366.0,125134,71037
725,725,35475,21369.0,87874,10383
726,726,38538,21369.0,30718,43433
727,727,45425,21375.0,81812,120743
728,728,34547,21376.0,74338,24183
729,729,34967,21380.0,88658,64391
730,730,41739,21384.0,5452,17623
731,731,39611,21386.0,104958,101455
732,732,45136,21390.0,97644,64823
733,733,37701,21392.0,121404,139043
734,734,44610,21394.0,7872,27967
735,735,42864,21394.0,13388,130169
736,736,35465,21394.0,117672,76951
737,737,37890,21395.0,75926,53311
738,738,33547,21402.0,32530,130205
739,739,44535,21406.0,9112,18559
740,740,40084,21406.0,48364,51179
741,741,38316,21407.0,97812,6625
742,742,44942,21411.0,30720,112513
743,743,37396,21414.0,134834,24957
744,744,39421,21419.0,103122,107293
745,745,34712,21420.0,25984,5835
746,746,39900,21422.0,135026,102963
747,747,46957,21431.0,137906,89551
748,748,42423,21432.0,120618,34417
749,749,43770,21433.0,78708,136811
750,750,33818,21435.0,35020,122963
751,751,42964,21436.0,46220,91597
752,752,40237,21437.0,35170,120791
753,753,46790,21439.0,49208,104315
754,754,34460,21440.0,126830,118205
755,755,43098,21442.0,93314,80461
756,756,41119,21444.0,31546,115539
757,757,44871,21445.0,120756,81163
758,758,33980,21447.0,138788,123311
759,759,38993,21454.0,129802,60357
760,760,47722,21462.0,103064,38509
761,761,40128,21464.0,65952,102197
762,762,46654,21473.0,5562,10665
763,763,36889,21476.0,74226,120291
764,764,39469,21477.0,51738,113063
765,765,45556,21485.0,77950,31223
766,766,44201,21489.0,138490,101593
767,767,35435,21493.0,23182,126031
768,768,38985,21493.0,1554,2105
769,769,46940,21495.0,7334,28897
770,770,37303,21496.0,136914,66215
771,771,46856,21499.0,48064,16433
772,772,35719,21506.0,29044,30483
773,773,39477,21507.0,43184,72457
774,774,37545,21513.0,108236,117003
775,775,39084,21515.0,67016,129077
776,776,47422,21522.0,139746,73091
