request_id,orig_id,rq_time,start,end,routing_behavior_group,tt_adjustment
49,pv_0_6299,2624.52,19808,18768,0,prob_0.65
50,pv_0_5846_1,2706.66,32026,14038,0,prob_0.65
51,pv_0_6399_1,2739.24,41864,26430,1,prob_0.8
52,pv_0_3852,2763.59,36028,38538,1,prob_0.8
53,pv_0_5255,2849.18,22976,22342,1,prob_0.8
54,pv_0_7135_1,2916.07,23554,30666,0,prob_0.65
55,pv_0_6387,3007.44,41864,26946,0,prob_0.65
56,pv_0_4627_0,3029.09,37066,41876,1,prob_0.8
57,pv_0_1490_0,3076.46,19090,22444,0,prob_0.65
58,pv_0_3880_1,3092.4,15140,41918,0,prob_0.65
59,pv_0_1537,3146.81,41454,17126,1,prob_0.8
60,pv_0_6392,3200.79,41864,5552,0,prob_0.65
61,pv_0_2169,3295.77,37644,19858,1,prob_0.8
62,pv_0_611_0,3339.75,21944,30920,0,prob_0.65
63,pv_0_1576,3352.96,28194,17126,0,prob_0.65
64,pv_0_5397_0,3352.96,2396,13332,0,prob_0.65
65,pv_0_2867_0,3370.6,38082,41876,0,prob_0.65
66,pv_0_7049,3372.64,22444,2274,0,prob_0.65
67,pv_0_3992,3464.07,6946,23554,0,prob_0.65
68,pv_0_4550,3594.9,31384,7492,0,prob_0.65
69,pv_1_3621,3878.7,18918,34482,1,prob_0.8
70,pv_1_2310,3890.86,38384,17126,0,prob_0.65
71,pv_1_7152,4041.73,848,23924,1,prob_0.8
72,pv_1_4499_0,4156.29,24498,14254,0,prob_0.65
73,pv_1_905_1,4189.96,22342,3396,1,prob_0.8
74,pv_1_5895_1,4242.65,35728,36626,0,prob_0.65
75,pv_1_2279,4360.16,4336,17384,0,prob_0.65
76,pv_1_4850,4373.89,29282,25218,1,prob_0.8
77,pv_1_1645,4378.27,28194,14254,1,prob_0.8
78,pv_1_4374,4486.56,24046,22444,0,prob_0.65
79,pv_1_6289,4522.21,41864,18182,0,prob_0.65
80,pv_1_2801_0,4526.95,4782,22976,1,prob_0.8
81,pv_1_3023_1,4555.79,13032,20356,0,prob_0.65
82,pv_1_3666_0,4813.29,640,14254,0,prob_0.65
83,pv_1_6677,4885.67,19808,22786,0,prob_0.65
84,pv_1_4602_1,4952.5,26030,15184,1,prob_0.8
85,pv_1_3308,5085.4,18168,41876,0,prob_0.65
86,pv_1_7253_1,5426.79,23408,28908,0,prob_0.65
87,pv_1_2151_0,5431.13,33536,11584,0,prob_0.65
88,pv_1_3830,5446.93,36650,33790,1,prob_0.8
89,pv_1_7245,5500.44,23662,634,0,prob_0.65
90,pv_1_2512,5522.88,40828,12516,0,prob_0.65
91,pv_1_5836,5977.11,35728,5638,0,prob_0.65
92,pv_1_40_1,6058.2,1246,30920,0,prob_0.65
93,pv_1_3760_1,6100.71,11766,6792,0,prob_0.65
94,pv_1_2646,6133.32,35600,15578,0,prob_0.65
95,pv_1_5895_0,6249.4,35728,36626,1,prob_0.8
96,pv_1_5517,6299.16,39108,35726,1,prob_0.8
97,pv_1_6817,6358.7,2848,19466,0,prob_0.65
98,pv_1_2073,6386.42,15774,22866,0,prob_0.65
99,pv_1_5516,6484.74,39108,902,0,prob_0.65
100,pv_1_1434_1,6494.39,41330,22444,0,prob_0.65
101,pv_1_4559_0,6516.58,30320,1058,0,prob_0.65
102,pv_1_2674,6517.24,5512,36574,0,prob_0.65
103,pv_1_3551,6538.42,26242,25230,0,prob_0.65
104,pv_1_5273_1,6611.55,22444,31410,0,prob_0.65
105,pv_1_4303,6629.58,23882,14254,1,prob_0.8
106,pv_1_4399,6685.69,32510,3688,0,prob_0.65
107,pv_1_3852,6723.58,38720,30920,0,prob_0.65
108,pv_1_2628_0,6770.17,41896,3490,0,prob_0.65
109,pv_1_2607_0,6804.22,20016,14254,1,prob_0.8
110,pv_1_3625,6826.27,26356,36862,0,prob_0.65
111,pv_1_6407,6857.99,20152,3376,0,prob_0.65
112,pv_1_2600_1,7151.25,35900,17126,0,prob_0.65
113,pv_2_4692,7275.16,27658,23488,1,prob_0.8
114,pv_2_3859,7402.49,18964,2396,1,prob_0.8
115,pv_2_2487,7422.5,27042,32860,0,prob_0.65
116,pv_2_4683,7861.25,39624,41876,0,prob_0.65
117,pv_2_4616_1,7867.93,39612,30920,0,prob_0.65
118,pv_2_2093_1,7878.32,21428,41876,0,prob_0.65
119,pv_2_24_0,7901.56,1200,2396,0,prob_0.65
120,pv_2_4385,7920.57,35840,40548,0,prob_0.65
121,pv_2_2589_0,8050.46,6114,23522,0,prob_0.65
122,pv_2_3577,8135.65,11866,37984,0,prob_0.65
123,pv_2_3719,8295.64,6064,11842,0,prob_0.65
124,pv_2_2773_0,8328.89,34680,16462,1,prob_0.8
125,pv_2_980_1,8467.29,17592,30920,0,prob_0.65
126,pv_2_1999_1,8483.38,8074,40548,0,prob_0.65
127,pv_2_4029,8585.0,23858,22860,1,prob_0.8
128,pv_2_85_1,8649.77,15540,3848,0,prob_0.65
129,pv_2_1419,8668.62,11026,17126,0,prob_0.65
130,pv_2_4258,8865.87,31024,7112,0,prob_0.65
131,pv_2_6621_0,8886.6,39108,10890,1,prob_0.8
132,pv_2_30_0,8996.4,9796,14254,1,prob_0.8
133,pv_2_2486,9135.3,7090,2246,0,prob_0.65
134,pv_2_1064,9144.88,17962,21558,0,prob_0.65
135,pv_2_5206,9226.22,25934,37202,0,prob_0.65
136,pv_2_3138,9388.72,10142,18358,0,prob_0.65
137,pv_2_6764,9428.04,39888,9614,0,prob_0.65
138,pv_2_5399_0,9429.49,35728,28250,0,prob_0.65
139,pv_2_6871,9487.01,38760,27640,0,prob_0.65
140,pv_2_5443_0,9578.55,35728,13834,0,prob_0.65
141,pv_2_5667,9722.69,19808,462,0,prob_0.65
142,pv_2_3619,9729.27,24374,3396,0,prob_0.65
143,pv_2_1412,9752.66,24534,17126,1,prob_0.8
144,pv_2_6818_0,9781.5,24794,17436,1,prob_0.8
145,pv_2_5936_1,9825.96,31476,22114,0,prob_0.65
146,pv_2_6486,9829.42,2396,21880,0,prob_0.65
147,pv_2_30_1,9921.24,9796,14254,0,prob_0.65
148,pv_2_3466,10095.63,18138,30920,1,prob_0.8
149,pv_2_4786_0,10293.31,22976,28488,1,prob_0.8
150,pv_2_4565_1,10374.76,8654,30920,0,prob_0.65
151,pv_2_3439,10381.97,10324,33822,0,prob_0.65
152,pv_2_5984,10390.77,40550,37476,1,prob_0.8
153,pv_2_5093,10555.05,39108,8864,0,prob_0.65
154,pv_2_6245,10577.34,19808,24374,0,prob_0.65
155,pv_2_2350,10627.41,13598,33790,1,prob_0.8
156,pv_3_1239_0,10815.55,12920,24738,1,prob_0.8
157,pv_3_1495_1,10869.54,23906,8836,0,prob_0.65
158,pv_3_1688_0,10911.01,32558,17126,0,prob_0.65
159,pv_3_1026_1,10981.14,24238,30920,0,prob_0.65
160,pv_3_262_1,10983.12,31412,14254,0,prob_0.65
161,pv_3_1318,11036.96,34438,6270,0,prob_0.65
162,pv_3_1433_1,11081.93,41344,33778,0,prob_0.65
163,pv_3_1105,11082.86,11592,27164,1,prob_0.8
164,pv_3_1966,11270.48,30422,1394,1,prob_0.8
165,pv_3_127,11541.64,30526,3372,0,prob_0.65
166,pv_3_1085,11558.38,36460,26318,0,prob_0.65
167,pv_3_916,11589.99,16652,32242,0,prob_0.65
168,pv_3_436,11637.99,39700,2396,1,prob_0.8
169,pv_3_1190_1,11655.52,35296,2848,0,prob_0.65
170,pv_3_2058,11712.23,35526,5718,0,prob_0.65
171,pv_3_749,11915.59,19084,22976,0,prob_0.65
172,pv_3_129,12020.22,28692,17922,0,prob_0.65
173,pv_3_2423_1,12035.22,35728,34068,1,prob_0.8
174,pv_3_1549,12037.1,37206,23920,1,prob_0.8
175,pv_3_2305,12107.88,39108,39444,0,prob_0.65
176,pv_3_451_0,12182.47,926,41876,1,prob_0.8
177,pv_3_1092,12216.63,26944,41876,0,prob_0.65
178,pv_3_2835_0,12320.11,22444,6404,1,prob_0.8
179,pv_3_1785_0,12322.33,11428,22870,0,prob_0.65
180,pv_3_2907,12542.78,11920,31436,0,prob_0.65
181,pv_3_2579,12723.2,41864,31636,0,prob_0.65
182,pv_3_2832_0,12816.66,22444,15124,1,prob_0.8
183,pv_3_176_0,13030.03,33220,31270,1,prob_0.8
184,pv_3_1793,13084.15,32278,13318,1,prob_0.8
185,pv_3_1549_1,13244.83,37206,23920,0,prob_0.65
186,pv_3_1971,13287.4,3914,35526,0,prob_0.65
187,pv_3_2575,13331.35,41864,11072,0,prob_0.65
188,pv_3_2975_1,13337.35,39982,7826,0,prob_0.65
189,pv_3_2785_0,13595.01,2848,28490,1,prob_0.8
190,pv_3_2756,13631.08,22976,33220,0,prob_0.65
191,pv_3_2047,13643.88,22510,19562,0,prob_0.65
192,pv_3_1639,13763.32,18442,26882,0,prob_0.65
193,pv_3_1464,13822.44,34568,31630,1,prob_0.8
194,pv_3_262,13882.93,31412,14254,0,prob_0.65
195,pv_3_238_0,13896.09,37520,14254,0,prob_0.65
196,pv_3_2176_1,13937.41,22976,37776,0,prob_0.65
197,pv_3_1860,14066.72,3658,16532,0,prob_0.65
198,pv_3_668,14101.57,28194,17126,1,prob_0.8
199,pv_3_1206,14311.26,34190,21948,1,prob_0.8
200,pv_3_421_1,14334.23,39696,7912,0,prob_0.65
201,pv_3_1159_1,14345.76,6128,142,0,prob_0.65
202,pv_4_1076_0,14505.64,14566,4646,0,prob_0.65
203,pv_4_2165_0,14529.01,2848,33852,0,prob_0.65
204,pv_4_802,14575.48,16328,30920,0,prob_0.65
205,pv_4_2514_0,14665.87,41864,18306,0,prob_0.65
206,pv_4_623,14691.43,7632,17126,0,prob_0.65
207,pv_4_2135,14840.18,2848,36914,0,prob_0.65
208,pv_4_2296,14876.23,12536,9782,1,prob_0.8
209,pv_4_1427,14878.4,19010,28484,0,prob_0.65
210,pv_4_2144,14910.93,22976,17576,0,prob_0.65
211,pv_4_1964_1,14917.04,30250,40548,0,prob_0.65
212,pv_4_1241_0,14973.26,18188,37768,0,prob_0.65
213,pv_4_926,14973.26,11062,17126,1,prob_0.8
214,pv_4_1984_0,14989.62,19294,3392,0,prob_0.65
215,pv_4_27,15042.81,22594,6618,0,prob_0.65
216,pv_4_2535,15058.34,41864,35572,0,prob_0.65
217,pv_4_1760_1,15081.97,41180,36448,0,prob_0.65
218,pv_4_2607_0,15222.46,19808,17564,0,prob_0.65
219,pv_4_1159_1,15335.71,4744,20956,0,prob_0.65
220,pv_4_2289,15402.95,39108,20614,0,prob_0.65
221,pv_4_2585_0,15436.53,19808,2122,0,prob_0.65
222,pv_4_2280_0,15456.56,39108,27640,0,prob_0.65
223,pv_4_1750,15517.72,7498,22444,0,prob_0.65
224,pv_4_3_1,15521.13,21070,2744,0,prob_0.65
225,pv_4_1424_1,15537.93,28488,21962,0,prob_0.65
226,pv_4_2204_0,15697.76,22444,15454,0,prob_0.65
227,pv_4_2134_0,15732.76,2848,17466,0,prob_0.65
228,pv_4_7_0,15799.3,41832,16622,0,prob_0.65
229,pv_4_2965_0,15819.9,18358,23972,0,prob_0.65
230,pv_4_377_1,15842.63,1516,14914,0,prob_0.65
231,pv_4_2025,15844.97,31698,38082,0,prob_0.65
232,pv_4_2965_1,15864.26,18358,23972,0,prob_0.65
233,pv_4_1494_1,15877.72,31258,25682,0,prob_0.65
234,pv_4_345_1,15886.91,17724,30920,0,prob_0.65
235,pv_4_2523,15926.92,41864,2598,1,prob_0.8
236,pv_4_1152_1,15981.18,18658,30920,0,prob_0.65
237,pv_4_1079_0,15982.47,5836,17126,0,prob_0.65
238,pv_4_283_1,15999.41,16888,28402,0,prob_0.65
239,pv_4_1507,16052.71,38514,12076,0,prob_0.65
240,pv_4_1539_0,16059.26,27404,29984,0,prob_0.65
241,pv_4_653_1,16127.11,37128,12520,0,prob_0.65
242,pv_4_824_0,16133.66,2534,3858,0,prob_0.65
243,pv_4_783,16189.44,36956,29514,1,prob_0.8
244,pv_4_289,16212.92,33232,22976,0,prob_0.65
245,pv_4_2321_1,16255.56,39286,40612,1,prob_0.8
246,pv_4_827,16279.16,21400,6086,0,prob_0.65
247,pv_4_1716,16297.78,29020,20340,1,prob_0.8
248,pv_4_1491,16312.56,20398,21060,0,prob_0.65
249,pv_4_1055_0,16389.5,27164,29738,0,prob_0.65
250,pv_4_2930_0,16425.24,38198,31810,0,prob_0.65
251,pv_4_2825_1,16439.94,36448,35672,0,prob_0.65
252,pv_4_2852,16445.68,20548,23880,0,prob_0.65
253,pv_4_2519,16481.61,41864,29722,0,prob_0.65
254,pv_4_2568,16522.01,7582,39026,0,prob_0.65
255,pv_4_1422,16549.16,5716,18362,0,prob_0.65
256,pv_4_1561,16628.49,36766,33796,0,prob_0.65
257,pv_4_1985_0,16703.78,12388,17300,1,prob_0.8
258,pv_4_17_0,16716.04,10970,30920,0,prob_0.65
259,pv_4_903_1,16747.79,8474,17126,0,prob_0.65
260,pv_4_2808_0,16773.13,19808,27388,0,prob_0.65
261,pv_4_1344_1,16799.42,17616,30920,1,prob_0.8
262,pv_4_1538,16875.61,27508,24860,0,prob_0.65
263,pv_4_931_0,16886.16,10300,40374,0,prob_0.65
264,pv_4_3_0,16944.56,21070,2744,1,prob_0.8
265,pv_4_2313_1,16968.38,15500,35436,1,prob_0.8
266,pv_4_2554,16986.06,41864,41924,1,prob_0.8
267,pv_4_2258_0,16998.81,39108,1268,0,prob_0.65
268,pv_4_352_0,17017.95,2284,12766,0,prob_0.65
269,pv_4_2883_0,17041.3,38456,27004,1,prob_0.8
270,pv_4_1447_0,17076.15,3688,35174,0,prob_0.65
271,pv_4_1065_0,17123.91,6524,17126,1,prob_0.8
272,pv_4_889_0,17203.14,8854,38496,0,prob_0.65
273,pv_4_1137_1,17319.17,1720,39916,0,prob_0.65
274,pv_4_1881_0,17346.88,7608,1242,0,prob_0.65
275,pv_4_1001,17432.58,40052,41876,0,prob_0.65
276,pv_4_7,17509.81,41832,16622,0,prob_0.65
277,pv_4_2274,17511.78,39108,15716,1,prob_0.8
278,pv_4_752_0,17538.28,17804,4882,0,prob_0.65
279,pv_4_1783_1,17596.24,22438,22444,0,prob_0.65
280,pv_4_533,17685.44,41436,34320,0,prob_0.65
281,pv_4_170,17696.75,15284,41824,1,prob_0.8
282,pv_4_2433_0,17706.25,19808,17968,0,prob_0.65
283,pv_4_2197,17752.55,22444,37824,0,prob_0.65
284,pv_4_1025,17779.88,40894,17126,1,prob_0.8
285,pv_4_1333_1,17815.71,16800,30920,0,prob_0.65
286,pv_4_2124,17858.28,41864,41876,0,prob_0.65
287,pv_4_1288,17939.44,13148,30264,0,prob_0.65
288,pv_5_6394,18020.44,39620,25200,0,prob_0.65
289,pv_5_10415_0,18024.24,41864,15460,0,prob_0.65
290,pv_5_4253_0,18032.25,31220,24774,0,prob_0.65
291,pv_5_12629_0,18033.18,20434,17222,0,prob_0.65
292,pv_5_10958_0,18042.43,22976,10332,0,prob_0.65
293,pv_5_913,18063.04,28262,2848,0,prob_0.65
294,pv_5_12939,18069.9,20924,41876,1,prob_0.8
295,pv_5_6066_0,18082.87,5260,7992,1,prob_0.8
296,pv_5_11982,18108.04,39108,26472,0,prob_0.65
297,pv_5_8258_0,18115.16,32026,16072,0,prob_0.65
298,pv_5_11265,18119.92,22976,23018,0,prob_0.65
299,pv_5_10974_1,18131.93,2848,22128,0,prob_0.65
300,pv_5_12857_1,18150.38,32128,31592,0,prob_0.65
301,pv_5_3666,18151.0,16252,14254,0,prob_0.65
302,pv_5_12164,18172.67,32026,246,0,prob_0.65
303,pv_5_2155_0,18212.06,23784,2064,0,prob_0.65
304,pv_5_7511,18212.88,22444,24764,0,prob_0.65
305,pv_5_10838_0,18216.89,19808,16842,0,prob_0.65
306,pv_5_12819_0,18219.02,4466,35902,0,prob_0.65
307,pv_5_4201_0,18221.97,30226,22444,0,prob_0.65
308,pv_5_1158,18232.67,38242,41876,0,prob_0.65
309,pv_5_6055_1,18250.65,3912,24794,0,prob_0.65
310,pv_5_4200_0,18255.39,30228,22976,1,prob_0.8
311,pv_5_1435_1,18269.93,39958,2848,0,prob_0.65
312,pv_5_5502,18277.37,4226,14254,1,prob_0.8
313,pv_5_3448_0,18288.38,11906,17126,0,prob_0.65
314,pv_5_2238_1,18303.15,29916,7120,0,prob_0.65
315,pv_5_11076,18303.77,2848,19110,1,prob_0.8
316,pv_5_6001_1,18326.4,25662,22976,0,prob_0.65
317,pv_5_9067,18335.58,19808,15272,1,prob_0.8
318,pv_5_9817_1,18347.31,19808,41814,0,prob_0.65
319,pv_5_12108,18374.68,32026,552,1,prob_0.8
320,pv_5_5585_1,18380.75,24524,22976,0,prob_0.65
321,pv_5_14159_1,18389.16,22808,6060,0,prob_0.65
322,pv_5_13433,18439.5,33628,36448,0,prob_0.65
323,pv_5_7398_1,18450.56,22444,28096,0,prob_0.65
324,pv_5_1917,18451.16,7796,17126,0,prob_0.65
325,pv_5_11439_1,18454.5,2396,36264,0,prob_0.65
326,pv_5_2689,18469.01,4186,22342,0,prob_0.65
327,pv_5_4460_1,18476.76,37198,4250,0,prob_0.65
328,pv_5_10478,18487.88,15496,20198,1,prob_0.8
329,pv_5_9143,18495.76,19808,18044,0,prob_0.65
330,pv_5_12367_0,18497.45,32124,2848,0,prob_0.65
331,pv_5_6891,18506.3,2848,24744,0,prob_0.65
332,pv_5_2938_0,18538.74,15362,11392,0,prob_0.65
333,pv_5_6033_0,18541.55,41234,8118,0,prob_0.65
334,pv_5_14666_0,18558.38,22876,29438,0,prob_0.65
335,pv_5_3742_1,18565.81,16486,23018,0,prob_0.65
336,pv_5_8441,18573.62,32026,12676,1,prob_0.8
337,pv_5_6575_1,18582.04,2848,16002,0,prob_0.65
338,pv_5_534_0,18589.34,28970,2396,0,prob_0.65
339,pv_5_7814_1,18594.16,39108,11036,1,prob_0.8
340,pv_5_13535_0,18605.29,19498,17126,0,prob_0.65
341,pv_5_10218_0,18605.7,41864,8502,0,prob_0.65
342,pv_5_2013_1,18606.61,18526,23876,0,prob_0.65
343,pv_5_300,18612.81,33496,22976,0,prob_0.65
344,pv_5_14632,18616.92,23792,1278,0,prob_0.65
345,pv_5_12303_1,18634.23,19808,2652,0,prob_0.65
346,pv_5_10595,18650.92,10552,24772,0,prob_0.65
347,pv_5_2443_0,18657.98,4468,29276,0,prob_0.65
348,pv_5_1193_0,18664.39,31820,1742,0,prob_0.65
349,pv_5_4700,18674.48,21144,30920,0,prob_0.65
350,pv_5_3008_0,18690.05,36996,1106,1,prob_0.8
351,pv_5_10603_1,18690.59,15496,1010,0,prob_0.65
352,pv_5_2130_0,18697.19,3568,5874,0,prob_0.65
353,pv_5_9840,18706.7,19808,31802,0,prob_0.65
354,pv_5_8443,18709.11,32026,6404,0,prob_0.65
355,pv_5_7668,18710.8,39108,37790,1,prob_0.8
356,pv_5_10117_0,18715.06,41864,5964,1,prob_0.8
357,pv_5_14457,18724.88,18208,37900,0,prob_0.65
358,pv_5_1051,18732.93,2304,5634,0,prob_0.65
359,pv_5_6409_1,18734.28,28150,17126,0,prob_0.65
360,pv_5_1448,18737.02,20382,23554,1,prob_0.8
361,pv_5_2989,18739.84,29342,30920,0,prob_0.65
362,pv_5_5761_1,18743.76,25220,27150,0,prob_0.65
363,pv_5_11174_1,18749.89,22976,27404,0,prob_0.65
364,pv_5_10842_0,18759.77,19808,37870,0,prob_0.65
365,pv_5_1244,18768.8,2000,30116,0,prob_0.65
366,pv_5_5154,18769.05,11488,7556,0,prob_0.65
367,pv_5_2559,18774.73,39416,17126,0,prob_0.65
368,pv_5_3227,18781.67,26322,38126,0,prob_0.65
369,pv_5_1188_0,18789.78,10794,37054,1,prob_0.8
370,pv_5_10805,18790.98,19808,8008,0,prob_0.65
371,pv_5_8060_0,18803.42,37198,24070,1,prob_0.8
372,pv_5_14687,18805.35,3146,22342,0,prob_0.65
373,pv_5_11284_1,18809.57,2848,20906,1,prob_0.8
374,pv_5_12231_0,18810.81,32026,28796,0,prob_0.65
375,pv_5_221_0,18817.81,41486,14254,1,prob_0.8
376,pv_5_4501_1,18829.48,664,17126,0,prob_0.65
377,pv_5_12939_0,18832.1,20924,41876,0,prob_0.65
378,pv_5_4566,18859.17,20346,31956,0,prob_0.65
379,pv_5_2300,18875.56,41106,14254,1,prob_0.8
380,pv_5_5899,18878.49,9494,728,1,prob_0.8
381,pv_5_951,18892.24,28262,30920,1,prob_0.8
382,pv_5_1550,18912.85,34104,26700,0,prob_0.65
383,pv_5_13544_1,18937.33,19496,14254,0,prob_0.65
384,pv_5_8056,18953.75,39284,6958,0,prob_0.65
385,pv_5_1050,18957.32,2278,41912,0,prob_0.65
386,pv_5_8964_0,18971.86,35728,41914,0,prob_0.65
387,pv_5_9239_0,18979.8,19808,26484,0,prob_0.65
388,pv_5_3536,19000.12,17590,17126,0,prob_0.65
389,pv_5_4217_1,19006.87,7910,14254,0,prob_0.65
390,pv_5_9372_0,19012.55,19808,20130,0,prob_0.65
391,pv_5_4851_1,19039.12,15050,27926,0,prob_0.65
392,pv_5_2737_1,19040.37,39176,2396,0,prob_0.65
393,pv_5_1937_0,19064.5,22914,30920,0,prob_0.65
394,pv_5_1027_0,19066.95,38534,40550,0,prob_0.65
395,pv_5_4069_1,19076.69,22726,6622,0,prob_0.65
396,pv_5_5084_1,19078.77,15872,4486,0,prob_0.65
397,pv_5_6091_1,19080.29,40626,27134,0,prob_0.65
398,pv_5_12191_0,19083.13,32026,24742,0,prob_0.65
399,pv_5_6595,19084.54,22976,3266,0,prob_0.65
400,pv_5_10428_0,19097.03,41864,41810,1,prob_0.8
401,pv_5_3481_1,19099.01,17790,41876,0,prob_0.65
402,pv_5_3360,19103.16,13908,41894,1,prob_0.8
403,pv_5_4375,19105.71,20702,17126,0,prob_0.65
404,pv_5_4626_0,19110.54,29542,15510,0,prob_0.65
405,pv_5_8826_1,19134.49,35728,40834,0,prob_0.65
406,pv_5_1324_0,19137.93,11926,2396,0,prob_0.65
407,pv_5_2326_1,19138.59,21426,41876,0,prob_0.65
408,pv_5_2536,19141.91,31898,25188,0,prob_0.65
409,pv_5_2933_0,19154.67,2428,17126,1,prob_0.8
410,pv_5_487_0,19166.26,34344,23554,0,prob_0.65
411,pv_5_14316_0,19168.65,11954,39842,0,prob_0.65
412,pv_5_2079_0,19180.9,28680,41876,0,prob_0.65
413,pv_5_5084,19208.38,15872,4486,0,prob_0.65
414,pv_5_8744_0,19217.47,35728,30846,0,prob_0.65
415,pv_5_4959,19233.81,28912,38782,0,prob_0.65
416,pv_5_14412,19233.83,726,14568,0,prob_0.65
417,pv_5_13014_0,19236.41,14538,22708,0,prob_0.65
418,pv_5_6950,19267.72,22976,24360,0,prob_0.65
419,pv_5_5914,19293.69,5712,14254,0,prob_0.65
420,pv_5_8969_1,19307.24,35728,4532,0,prob_0.65
421,pv_5_13417,19329.14,13992,17126,0,prob_0.65
422,pv_5_3730,19335.33,38912,3396,0,prob_0.65
423,pv_5_7824_1,19345.93,39108,29144,0,prob_0.65
424,pv_5_9119_0,19362.59,19808,14044,1,prob_0.8
425,pv_5_13416,19379.33,13994,17126,1,prob_0.8
426,pv_5_13674,19395.86,24638,22444,1,prob_0.8
427,pv_5_2989_0,19399.65,29342,30920,0,prob_0.65
428,pv_5_4511_0,19403.72,20340,30920,0,prob_0.65
429,pv_5_11781_1,19404.83,23554,15698,1,prob_0.8
430,pv_5_6024_1,19414.66,4912,20842,0,prob_0.65
431,pv_5_4322_0,19419.25,2616,21336,1,prob_0.8
432,pv_5_11047_1,19431.59,2848,7632,0,prob_0.65
433,pv_5_7971,19443.69,39286,41250,0,prob_0.65
434,pv_5_2921,19450.41,41088,17126,0,prob_0.65
435,pv_5_8798_0,19458.07,35728,40210,0,prob_0.65
436,pv_5_14732,19464.03,32812,22618,0,prob_0.65
437,pv_5_4981_0,19476.3,13340,36382,0,prob_0.65
438,pv_5_1058_0,19482.55,2284,7990,0,prob_0.65
439,pv_5_14039,19517.0,24774,3396,0,prob_0.65
440,pv_5_1536_0,19527.35,4522,20476,0,prob_0.65
441,pv_5_9052_0,19545.41,19808,12486,1,prob_0.8
442,pv_5_6634_1,19554.85,22976,15836,0,prob_0.65
443,pv_5_8080_1,19569.09,33818,10450,0,prob_0.65
444,pv_5_9138,19570.85,19808,20790,0,prob_0.65
445,pv_5_12614_1,19576.9,20434,2764,0,prob_0.65
446,pv_5_4024,19577.86,6460,3488,0,prob_0.65
447,pv_5_2335_1,19580.89,9012,41876,0,prob_0.65
448,pv_5_14723_1,19587.47,3806,19012,0,prob_0.65
449,pv_5_131_1,19587.99,26738,23554,1,prob_0.8
450,pv_5_14039_0,19593.9,24774,3396,0,prob_0.65
