request_id,orig_id,rq_time,start,end,routing_behavior_group,tt_adjustment
172,pv_3_2351_0,11629.8,32026,26576,0,prob_0.6
173,pv_3_1623,11658.11,11860,3510,0,prob_0.6
174,pv_3_965_1,12052.77,10630,41876,0,prob_0.6
175,pv_3_2862,12064.08,39108,20674,0,prob_0.6
176,pv_3_1167_1,12075.34,18548,41264,0,prob_0.6
177,pv_3_2471_0,12104.7,19808,18044,0,prob_0.6
178,pv_3_1333_0,12110.13,17434,7110,1,prob_0.7
179,pv_3_1437_0,12187.3,32408,12634,0,prob_0.6
180,pv_3_1861,12229.73,29028,2614,0,prob_0.6
181,pv_3_1627,12268.8,15448,30920,0,prob_0.6
182,pv_3_1078_1,12289.37,33730,26150,0,prob_0.6
183,pv_3_2422,12391.52,35728,8084,1,prob_0.7
184,pv_3_574,12392.14,37138,8004,1,prob_0.7
185,pv_3_2859_1,12423.71,39108,5818,0,prob_0.6
186,pv_3_1680,12659.62,23894,13316,0,prob_0.6
187,pv_3_1271_1,12770.53,16714,32092,0,prob_0.6
188,pv_3_1786,12834.88,10432,29036,0,prob_0.6
189,pv_3_3051_1,13021.02,286,39446,0,prob_0.6
190,pv_3_1883_0,13054.62,4208,1808,0,prob_0.6
191,pv_3_2116,13213.17,28154,41876,0,prob_0.6
192,pv_3_1682,13269.94,27980,23886,0,prob_0.6
193,pv_3_1291_1,13315.75,27210,18470,0,prob_0.6
194,pv_3_2020_0,13321.89,39634,33590,0,prob_0.6
195,pv_3_1021,13444.91,17188,14254,0,prob_0.6
196,pv_3_1986,13472.61,25656,30920,0,prob_0.6
197,pv_3_694_1,13603.25,40158,14254,0,prob_0.6
198,pv_3_2365,13790.58,32026,37578,0,prob_0.6
199,pv_3_2426,13866.69,35728,8690,1,prob_0.7
200,pv_3_877_0,14001.99,1550,14610,0,prob_0.6
201,pv_3_934_0,14004.89,18110,22976,0,prob_0.6
202,pv_3_184_0,14035.38,38536,2396,0,prob_0.6
203,pv_3_1012,14159.21,38452,22444,0,prob_0.6
204,pv_3_2305,14219.44,39108,12346,0,prob_0.6
205,pv_3_2811,14237.19,22444,18274,0,prob_0.6
206,pv_4_394_0,14487.46,21352,13164,0,prob_0.6
207,pv_4_1951_1,14580.95,2800,30920,1,prob_0.7
208,pv_4_1167_0,14644.82,27530,22012,1,prob_0.7
209,pv_4_1954_1,14714.57,9636,30920,0,prob_0.6
210,pv_4_2577_0,14874.25,36430,27228,0,prob_0.6
211,pv_4_1540,14891.95,33976,21874,0,prob_0.6
212,pv_4_2982,14896.95,9146,9906,0,prob_0.6
213,pv_4_2328_0,14916.21,11856,39626,1,prob_0.7
214,pv_4_1100_1,14920.83,5206,4592,0,prob_0.6
215,pv_4_1545_0,14975.38,6866,3676,1,prob_0.7
216,pv_4_761_1,14977.05,5974,17126,0,prob_0.6
217,pv_4_2239,15054.39,2396,252,0,prob_0.6
218,pv_4_1786_0,15091.15,24038,22444,0,prob_0.6
219,pv_4_2877,15139.58,3842,3692,0,prob_0.6
220,pv_4_2028_1,15217.99,23516,13724,0,prob_0.6
221,pv_4_2126_1,15281.51,14736,17922,0,prob_0.6
222,pv_4_1041,15293.06,390,21720,1,prob_0.7
223,pv_4_476_1,15314.69,37140,3304,0,prob_0.6
224,pv_4_1447_0,15385.39,2620,13820,0,prob_0.6
225,pv_4_56_0,15410.71,41514,14254,0,prob_0.6
226,pv_4_7,15472.43,20236,35190,0,prob_0.6
227,pv_4_578_0,15478.33,41312,17520,0,prob_0.6
228,pv_4_1576_1,15641.84,29530,2848,0,prob_0.6
229,pv_4_1450,15657.89,3674,23604,0,prob_0.6
230,pv_4_189,15712.61,3320,14254,0,prob_0.6
231,pv_4_1482_1,15763.2,20342,30920,0,prob_0.6
232,pv_4_2568_0,15769.56,13444,21908,1,prob_0.7
233,pv_4_2731_0,15822.37,22444,36234,0,prob_0.6
234,pv_4_204_0,15837.04,28472,32408,0,prob_0.6
235,pv_4_1217_0,15884.48,39380,8946,0,prob_0.6
236,pv_4_1025_1,15922.56,38962,17126,1,prob_0.7
237,pv_4_779,15928.2,8078,25982,0,prob_0.6
238,pv_4_2862,15985.81,12936,37670,0,prob_0.6
239,pv_4_2735,15996.71,2396,40484,1,prob_0.7
240,pv_4_1198,16067.59,34734,20934,0,prob_0.6
241,pv_4_2280_0,16131.88,39108,16444,0,prob_0.6
242,pv_4_1961_0,16254.04,25656,41876,0,prob_0.6
243,pv_4_1932,16276.24,5238,8640,1,prob_0.7
244,pv_4_1131,16283.14,40874,22478,0,prob_0.6
245,pv_4_1431_0,16362.19,7164,30920,0,prob_0.6
246,pv_4_753,16417.28,17564,5942,0,prob_0.6
247,pv_4_2507_0,16446.79,41864,33588,0,prob_0.6
248,pv_4_20_1,16522.49,21048,17126,0,prob_0.6
249,pv_4_268_0,16579.15,22078,40080,0,prob_0.6
250,pv_4_2430,16610.48,19808,38272,1,prob_0.7
251,pv_4_83,16752.28,41494,31464,0,prob_0.6
252,pv_4_15_1,16792.08,41418,30920,0,prob_0.6
253,pv_4_1088,16839.21,19582,340,0,prob_0.6
254,pv_4_1070_0,16864.42,32684,41824,0,prob_0.6
255,pv_4_2080_1,16996.7,29260,30920,1,prob_0.7
256,pv_4_326,17058.53,26354,41876,0,prob_0.6
257,pv_4_1815,17070.72,4410,41656,0,prob_0.6
258,pv_4_6,17082.3,41232,23616,0,prob_0.6
259,pv_4_1942_1,17116.01,9692,23650,0,prob_0.6
260,pv_4_2775,17138.88,3396,39382,0,prob_0.6
261,pv_4_2321_0,17157.56,15500,6708,0,prob_0.6
262,pv_4_2310_1,17158.34,25934,26480,0,prob_0.6
263,pv_4_964_0,17302.72,4184,24218,0,prob_0.6
264,pv_4_1576,17387.13,29530,2848,0,prob_0.6
265,pv_4_2520_1,17399.26,41864,32130,0,prob_0.6
266,pv_4_433_1,17425.81,4504,14254,1,prob_0.7
267,pv_4_322,17439.46,7856,14254,0,prob_0.6
268,pv_4_210,17527.14,37360,19222,1,prob_0.7
269,pv_4_444,17583.15,20202,2848,0,prob_0.6
270,pv_4_1951_0,17592.03,2800,30920,1,prob_0.7
271,pv_4_1052,17618.0,26648,26428,0,prob_0.6
272,pv_4_2093_1,17633.88,29738,30920,0,prob_0.6
273,pv_4_2329,17647.64,32026,11924,0,prob_0.6
274,pv_4_2605_0,17733.16,19808,1032,0,prob_0.6
275,pv_4_653_0,17748.24,22810,12502,0,prob_0.6
276,pv_4_1954_0,17772.25,9636,30920,0,prob_0.6
277,pv_4_370_1,17808.67,31806,22010,0,prob_0.6
278,pv_4_1529_0,17847.06,11862,41500,0,prob_0.6
279,pv_4_889_0,17871.11,39404,4794,1,prob_0.7
280,pv_4_2787,17927.97,39108,7908,0,prob_0.6
281,pv_5_2725_1,18018.56,30070,5712,0,prob_0.6
282,pv_5_12245_0,18028.61,32026,32246,0,prob_0.6
283,pv_5_0,18028.84,1272,22350,0,prob_0.6
284,pv_5_9229_1,18033.44,19808,32464,1,prob_0.7
285,pv_5_508_1,18033.59,8264,20152,0,prob_0.6
286,pv_5_4094,18058.17,5718,29294,0,prob_0.6
287,pv_5_1704,18088.39,39990,17126,0,prob_0.6
288,pv_5_10653_0,18119.26,34746,5634,0,prob_0.6
289,pv_5_10386_1,18126.7,41864,20938,0,prob_0.6
290,pv_5_12912_0,18128.35,1130,20410,0,prob_0.6
291,pv_5_14317,18133.93,11954,4860,0,prob_0.6
292,pv_5_1757_1,18161.87,3942,41876,1,prob_0.7
293,pv_5_7974,18161.88,11856,32242,1,prob_0.7
294,pv_5_13587_0,18171.42,3856,17126,0,prob_0.6
295,pv_5_10650_0,18185.2,13444,26150,0,prob_0.6
296,pv_5_7924_0,18223.45,632,2288,0,prob_0.6
297,pv_5_3783_0,18229.57,34162,22122,0,prob_0.6
298,pv_5_8181,18230.65,32026,22342,0,prob_0.6
299,pv_5_1756,18234.99,24994,41876,0,prob_0.6
300,pv_5_4072_1,18237.76,29174,32248,0,prob_0.6
301,pv_5_6905,18245.04,2848,21222,1,prob_0.7
302,pv_5_6315_0,18257.8,29252,3396,0,prob_0.6
303,pv_5_3681_1,18264.43,1896,41876,1,prob_0.7
304,pv_5_4197_1,18272.45,28492,22976,0,prob_0.6
305,pv_5_2564,18286.52,31646,17126,0,prob_0.6
306,pv_5_3920,18290.39,38688,34702,0,prob_0.6
307,pv_5_9857_1,18297.13,41864,4554,1,prob_0.7
308,pv_5_11602_1,18301.85,2396,7910,0,prob_0.6
309,pv_5_4177_0,18311.54,41218,34732,0,prob_0.6
310,pv_5_991_0,18343.79,16672,16870,1,prob_0.7
311,pv_5_14439,18349.04,4206,18470,0,prob_0.6
312,pv_5_1312,18380.98,20960,2396,0,prob_0.6
313,pv_5_4486,18388.83,656,22444,0,prob_0.6
314,pv_5_10430_1,18393.09,41864,19540,0,prob_0.6
315,pv_5_3003,18419.47,38482,30920,0,prob_0.6
316,pv_5_6281_1,18440.91,28154,30920,0,prob_0.6
317,pv_5_8272_0,18458.49,32026,37734,0,prob_0.6
318,pv_5_5535_1,18458.74,29020,41876,0,prob_0.6
319,pv_5_8708,18474.28,35728,7606,1,prob_0.7
320,pv_5_4334,18483.27,3682,25538,0,prob_0.6
321,pv_5_217_0,18500.71,28718,14254,0,prob_0.6
322,pv_5_3555,18501.11,25628,19540,0,prob_0.6
323,pv_5_10676,18512.15,19808,33596,0,prob_0.6
324,pv_5_5777_1,18516.48,9490,41284,1,prob_0.7
325,pv_5_1038_0,18523.89,2298,22976,0,prob_0.6
326,pv_5_9203_0,18535.75,19808,18044,0,prob_0.6
327,pv_5_9865_1,18542.42,41864,37524,0,prob_0.6
328,pv_5_1812_1,18546.32,19108,22444,1,prob_0.7
329,pv_5_4309,18567.2,23924,2396,1,prob_0.7
330,pv_5_11989,18571.61,39108,19898,0,prob_0.6
331,pv_5_8208_0,18580.2,32026,18034,0,prob_0.6
332,pv_5_14561_1,18608.03,31756,14570,0,prob_0.6
333,pv_5_9915_1,18608.07,41864,21092,0,prob_0.6
334,pv_5_3656_1,18619.92,32822,17126,0,prob_0.6
335,pv_5_4161,18619.93,19002,15638,0,prob_0.6
336,pv_5_9650_0,18623.47,19808,21336,0,prob_0.6
337,pv_5_12915_1,18630.8,32128,12502,1,prob_0.7
338,pv_5_4208,18639.71,19012,3510,0,prob_0.6
339,pv_5_14397,18664.08,17380,31664,1,prob_0.7
340,pv_5_7868,18669.94,39108,24366,0,prob_0.6
341,pv_5_11835,18671.3,23554,36762,0,prob_0.6
342,pv_5_3819,18682.88,18428,7908,0,prob_0.6
343,pv_5_4239_0,18699.46,7904,30920,0,prob_0.6
344,pv_5_5760_1,18716.06,2798,6430,1,prob_0.7
345,pv_5_3616_0,18729.03,16248,12874,0,prob_0.6
346,pv_5_3277_1,18753.73,14286,30920,0,prob_0.6
347,pv_5_6617_1,18761.53,22976,18044,0,prob_0.6
348,pv_5_8775_0,18766.52,35728,41430,0,prob_0.6
349,pv_5_1213_0,18776.33,24088,28424,0,prob_0.6
350,pv_5_10710_1,18781.58,19808,37854,1,prob_0.7
351,pv_5_767_1,18784.25,3532,14694,0,prob_0.6
352,pv_5_11698,18785.09,22444,15838,0,prob_0.6
353,pv_5_12981_0,18794.09,29978,37196,0,prob_0.6
354,pv_5_5899_1,18795.83,5248,14860,0,prob_0.6
355,pv_5_3576,18810.25,39848,24794,0,prob_0.6
356,pv_5_2212_1,18816.75,9388,636,0,prob_0.6
357,pv_5_12100,18817.43,32026,5630,0,prob_0.6
358,pv_5_4751,18832.73,12342,8660,0,prob_0.6
359,pv_5_11758_0,18837.95,2396,21860,1,prob_0.7
360,pv_5_4534,18848.5,20340,22444,0,prob_0.6
361,pv_5_3207,18848.87,4882,17462,0,prob_0.6
362,pv_5_11313,18853.0,22976,24364,1,prob_0.7
363,pv_5_12904_1,18865.43,5194,20418,1,prob_0.7
364,pv_5_8771_0,18869.53,35728,40484,0,prob_0.6
365,pv_5_2072_1,18892.89,18526,30920,0,prob_0.6
366,pv_5_10625_1,18913.73,34748,4270,0,prob_0.6
367,pv_5_1201,18957.44,26092,40644,1,prob_0.7
368,pv_5_9239_0,18957.47,19808,39912,0,prob_0.6
369,pv_5_4652,18999.67,39864,20986,0,prob_0.6
370,pv_5_2576,19001.26,6394,12504,1,prob_0.7
371,pv_5_7733,19003.75,39108,18990,0,prob_0.6
372,pv_5_5952,19019.03,148,41876,1,prob_0.7
373,pv_5_14673_1,19047.09,23714,39450,1,prob_0.7
374,pv_5_14108_1,19054.18,37132,2274,1,prob_0.7
375,pv_5_1872_0,19054.9,17564,16118,1,prob_0.7
376,pv_5_5085,19062.23,8014,3510,0,prob_0.6
377,pv_5_4535_1,19074.08,20326,22444,0,prob_0.6
378,pv_5_14831_0,19074.96,21954,19014,0,prob_0.6
379,pv_5_14400_1,19078.06,2770,31220,0,prob_0.6
380,pv_5_4080,19096.83,5768,18474,0,prob_0.6
381,pv_5_12351,19108.15,6858,7100,0,prob_0.6
382,pv_5_1570_0,19109.29,38230,26574,0,prob_0.6
383,pv_5_13494,19114.0,19494,21850,0,prob_0.6
384,pv_5_7649,19119.7,39108,2894,0,prob_0.6
385,pv_5_3163,19124.54,6502,19536,0,prob_0.6
386,pv_5_114_0,19141.99,24926,41876,0,prob_0.6
387,pv_5_584_0,19143.4,11472,35368,1,prob_0.7
388,pv_5_699_0,19144.79,6816,21484,0,prob_0.6
389,pv_5_9969_0,19146.94,41864,20174,0,prob_0.6
390,pv_5_4911,19151.98,10796,30920,0,prob_0.6
391,pv_5_8290,19169.1,32026,18032,0,prob_0.6
392,pv_5_9910_0,19174.72,41864,8140,1,prob_0.7
393,pv_5_918_1,19182.38,28258,22976,0,prob_0.6
394,pv_5_4486_0,19186.71,656,22444,0,prob_0.6
395,pv_5_2381_0,19212.58,29554,23554,1,prob_0.7
396,pv_5_2218,19220.91,18996,11438,0,prob_0.6
397,pv_5_4018_0,19243.42,22276,4194,0,prob_0.6
398,pv_5_5474_1,19267.11,17584,17126,0,prob_0.6
399,pv_5_9075,19267.29,19808,28584,0,prob_0.6
400,pv_5_12529_1,19297.6,2718,29570,0,prob_0.6
401,pv_5_5702,19313.71,15412,33778,0,prob_0.6
402,pv_5_1897_0,19335.42,18006,3438,0,prob_0.6
403,pv_5_32_1,19340.25,1274,17126,1,prob_0.7
404,pv_5_5661_0,19354.17,7084,3512,1,prob_0.7
405,pv_5_3001,19355.79,19402,23554,0,prob_0.6
406,pv_5_4415_0,19371.16,672,10210,0,prob_0.6
407,pv_5_2231,19373.46,9010,148,0,prob_0.6
408,pv_5_4209_0,19375.02,28490,33780,0,prob_0.6
409,pv_5_6442,19383.34,39222,30920,0,prob_0.6
410,pv_5_1917_0,19397.9,7726,17126,0,prob_0.6
411,pv_5_4227_0,19399.68,28490,41876,0,prob_0.6
412,pv_5_2280_1,19416.13,9402,17126,0,prob_0.6
413,pv_5_3961_1,19421.98,6544,17342,0,prob_0.6
414,pv_5_12656,19426.5,20434,17126,0,prob_0.6
416,pv_5_5841_0,19431.07,23824,2848,0,prob_0.6
415,pv_5_35,19431.07,21070,12512,0,prob_0.6
417,pv_5_7832_0,19434.61,39108,2454,0,prob_0.6
418,pv_5_6063_1,19440.5,5574,7038,0,prob_0.6
419,pv_5_3357_1,19446.58,40872,26164,0,prob_0.6
420,pv_5_3361,19467.36,26256,12466,0,prob_0.6
421,pv_5_13515_1,19485.94,19494,27876,0,prob_0.6
422,pv_5_1502_0,19492.6,30860,4276,0,prob_0.6
423,pv_5_1525,19501.47,4514,5684,1,prob_0.7
424,pv_5_10507_1,19516.79,506,29904,0,prob_0.6
425,pv_5_5758_1,19555.28,30242,29882,0,prob_0.6
426,pv_5_2437,19556.51,13992,7904,0,prob_0.6
427,pv_5_5875_0,19571.61,30254,17126,0,prob_0.6
428,pv_5_5646,19578.55,2938,17340,0,prob_0.6
429,pv_5_12282_1,19586.59,32026,37078,0,prob_0.6
430,pv_5_9116_0,19588.75,19808,28302,0,prob_0.6
431,pv_5_8820,19589.18,35728,11978,0,prob_0.6
432,pv_5_12625_1,19592.73,20434,26708,1,prob_0.7
433,pv_5_7786_1,19595.56,39108,27674,1,prob_0.7
434,pv_5_9463_0,19595.58,19808,34594,1,prob_0.7
435,pv_5_4298_0,19599.91,23912,38720,0,prob_0.6
436,pv_5_2165_1,19601.13,9206,35268,0,prob_0.6
437,pv_5_3151_1,19620.37,17764,22444,1,prob_0.7
438,pv_5_2943_0,19626.32,41662,30920,1,prob_0.7
439,pv_5_2806,19627.27,39436,30920,0,prob_0.6
440,pv_5_2833_0,19635.48,18246,24362,0,prob_0.6
441,pv_5_10632,19638.09,40550,24364,0,prob_0.6
442,pv_5_4850,19640.74,11872,28602,1,prob_0.7
443,pv_5_14602_0,19652.56,31958,1076,0,prob_0.6
444,pv_5_8662_1,19656.19,32026,41742,0,prob_0.6
445,pv_5_3556_1,19674.41,15576,37054,0,prob_0.6
446,pv_5_4299_0,19674.43,3678,13794,0,prob_0.6
447,pv_5_12015_0,19674.53,40548,8118,1,prob_0.7
448,pv_5_12058_0,19685.44,506,27108,1,prob_0.7
449,pv_5_4230_1,19685.87,18474,40374,0,prob_0.6
450,pv_5_3113_0,19685.93,14976,30920,0,prob_0.6
